번호,인정기관명,인증기업명(국문),현상태,사업자등록번호,메인사업장 지역코드,메인사업장 주소,종업원수(전체),전화번호,E-Mail,Fax,담당자,대표자,우편번호,인증표준,인증번호,최초인증일(기관 최초),최초인증일(인증서 최초),인증유효 시작일자,인증유효 만료일자,인증범위 입력,산업분류코드1,산업분류코드2,산업분류코드3
73,KAB,주식회사 더좋은,인증완료,634-87-01123,경기,"경기 광명시 일직로99번안길 20, 1동 1층(일직동, 주건축물)",1,1688-5243-,thejoeun_gm@naver.com,--,정민철 이사,신동석,14354,ISO 14001:2015/ISO 45001:2018,E250366,2025-10-20,,2025-10-20,2028-10-19,식기케어 서비스,35,,
74,KAB,주식회사 선우네트웍스,인증완료,236-81-02038,경기,경기 김포시 양촌읍 김포한강4로278번길 7-10,1,031-988-2725,sunwoonetworks@naver.com,--,백종진 대표,백종진,10064,ISO 45001:2018,OH250365,2025-10-20,,2025-10-20,2028-10-19,운송(육상 화물) 하역 및 분류서비스,31,,
75,KAB,호성건설산업(주),인증완료,225-81-10407,강원,강원특별자치도 평창군 평창읍 농공단지길 39,1,033-333-8996,hosung8996@hanmail.net,--,김영필 부장,김진해,25369,ISO 9001:2015,Q250363,2012-10-22,2012-10-22,2025-09-15,2027-10-21,"1. 석공사, 철근콘크리트공사, 토목공사, 철물공사, 울타리공사 및 낙석방지공사 2. 용접 철망 및 철근 격자, 마름모 돌망태 및 육각 매트리개비온, 창살형 울타리, 디자인형 울타리, 낙석방지 울타리 및 방지망, 메시형 울타리의 제조 3. 합성목재 및 자연목재의 시공(데크제, 건축목재, 조경용재) 4. 금속구조물의 제조 및 시공",17,28,
76,KAB,주식회사 에스에이치에너지,인증완료,405-81-14917,전남,전라남도 나주시 왕곡면 혁신산단7길 16,1,031-351-6338,gnc124@naver.com,031-351-6396,김성장 상무,정성훈,58296,ISO9001:2015/ISO14001:2015/ISO 45001:2018,E250359,2025-08-28,,2025-08-28,2028-08-27,"COS, 개폐기, 차단기, 계기용 변성기(전력수급용), 폴리머절연애자, 배전용 폴리머 피뢰기, 퓨즈류, 배전용 폴리머 라인포스트 애자, 변압기류 및 금구류의 설계, 개발, 생산 및 부가서비스",19,,
77,KAB,신성에프에이 주식회사,인증완료,826-88-02558,경기,"경기 광명시 일직로 43, C동 1504호(일직동, 지아이디씨)",1,031-432-0608,ssfa23@naver.com,--,김창주 대표,김창주,14353,ISO9001:2015/ISO45001:2018,OH250362,2025-09-22,,2025-09-22,2028-09-21,"물류운반 기계장비의 설계, 개발 및 제조",18,,
78,KAB,(주)서현개발,인증완료,609-81-49643,경기,"경기 광명시 일직로 43, A동 23층 08호(일직동, GIDC)",1,02-802-2114,seoh802@daum.net,02-802-9960,유동현 차장,우용식,14353,ISO 45001:2018,OH250364,2025-09-22,,2025-09-22,2028-09-21,철근·콘크리트 공사,28,,
79,KAB,주식회사 현성내화,,191-87-02455,,,1,041-669-5419,ksh84930@daum.net,041-669-5418,,김상헌,,ISO9001:2015/ISO14001:2015/ISO 45001:2018,,2025-09-22,,2025-09-22,2028-09-21,신청서 접수 전,28,,
80,KAB,(주)고려비철공업,인증완료,124-81-84019,경기,경기 화성시 정남면 여의동길 99,1,031-354-5420,kni12481@hanmail.net,031-354-5421,황옥자 부장,왕영표,18520,ISO 9001:2015,Q250354,2008-04-17,2008-04-17,2025-08-11,2027-10-30,주물용 알루미늄합금 잉곳 및 다이캐스팅용 알루미늄합금 잉곳의 생산,17,,
81,KAB,선진뷰티사이언스(주),인증완료,134-81-01179,서울,"서울 금천구 가산디지털2로 143, 16층 1601~1615호",1,041-957-1081,ehsm@sunjinbs.com,--,최현우 매니저,이성호,8504,ISO 14001:2015/ISO 45001:2018,E250355,2022-08-16,,2025-08-14,2028-08-15,화장품원료 제조 및 개발,12,,
82,KAB,한국도심공항 주식회사,인증완료,367-81-00654,서울,"서울 강남구 테헤란로87길 22, 609호 (삼성동, 한국도심공항터미널)",3,02-551-0581,sw@calt.co.kr,--,이상원 과장,김고현,6164,ISO9001:2015/ISO45001:2018,Q250352,2004-11-15,,2025-11-10,2028-11-14,"품질 본사: 물류창고, 공항버스의 운영 및 서비스 인천공항물류센터: 물류창고의 운영 및 서비스 안전보건 본사: 물류창고, 공항버스의 운영 및 서비스 수락터미널: 공항버스의 운영 및 서비스 인천공항물류센터: 물류창고의 운영 및 서비스",31,,
83,KAB,주식회사 엠스테크,인증완료,714-86-00966,경기,"경기 군포시 고산로 166, 103동 606호 (당정동, SK벤티움)",1,031-427-6001,jeong85@mstk.co.kr,--,정용상 과장,반영각,15850,ISO 9001:2015,Q250351,2025-09-01,,2025-09-01,2028-08-31,"유도형 전력량계, 전자식 유/무효 전력량계, 휴대용 전력량계, 오차시험기, 디지털 판넬미터, 원격검침 시스템 및 타임 스위치의 설계, 개발, 생산 및 부가서비스",19,,
84,KAB,(주)아하,인증완료,112-81-52488,경기,경기 김포시 양촌읍 황금로109번길 67,2,031-997-0909,ycpark@ahainc.co.kr,031-997-0911,류원근 차장,구기도,10048,ISO9001:2015/ISO14001:2015/ISO 45001:2018,E250397,2014-12-08,2014-12-08,2025-11-17,2026-12-07,"1. 정보통신기기(인터랙티브 화이트보드, 태블릿 PC, 터치센서, 정보 디스플레이 장치, 태블릿 모니터, 실물화상기, 무선마이크 및 전자 교탁) 에어 샤워 게이트, 피부 적외선 체온계 (스마트 패스), 공기 살균기, 전기자동차용 충전장치의 설계, 개발 및 생산 2. LED전원공급용컨버터, 직류전원공급장치, 태양광발전장치, 태양광DC접속함, 태양광추적장치 (트래커), 수배전반, 가로등 점멸기, 터널제어기 및 고출력 앰프, 에너지 저장 시스템의 설계, 개발 및 생산 3. 가로등, 에너지 저장 시스템, 태양광발전설비의 설치 및 시공",18,19,28
85,KAB,에치케이티 주식회사,인증완료,131-86-57626,경기,"경기 안양시 동안구 벌말로 123, 2101호(관양동, 스마트베이)",1,070-4477-0740,bell6301@hanmail.net,--,이해종 이사,정재숙,14056,ISO 9001:2015,Q250349,2016-08-26,,2025-08-25,2028-08-25,"LED 조명기구(LED가로등, LED바, LED보안등 및 LED실내조명등)의 설계, 개발 및 생산",19,,
86,KAB,탄용환경개발(주),인증완료,303-81-29341,충북,충북 충주시 대소원면 창현로 911,2,043-856-0050,jhycej@daum.net,--,정호용 부장,신동협,27473,ISO 9001:2015,Q250348,2017-08-04,2027-08-04,2025-08-04,2028-01-05,건축물 해체 공사 및 처리,28,,
87,KAB,주식회사 제이엔와이종합건설,인증완료,656-86-00980,서울,"서울 서초구 서초대로19길 10-19, 2층(방배동)",1,1599-0415-,jnybuild@naver.com,--,유미경 차장,배준성,6573,ISO9001:2015/ISO14001:2015/ISO 45001:2018,E250346,2025-08-11,,2025-08-11,2028-08-10,"일반건설업 (건물(주거용, 비주거용), 철근콘크리트, 미장 및 방수, 상하수도 설비)의 시공",28,,
88,KAB,주식회사 이씨아이,인증완료,841-88-03385,경남,경남 김해시 대동면 대동산단3로 91,1,055-365-9966,ecikorea@ec-insulators.com,055-321-9990,이은진 과장,ZHU HONGCHUN,51026,ISO 9001:2015/ISO 14001:2015,E250344,2025-07-21,,2025-07-21,2028-07-20,"폴리머 절연물(현수애자, 라인포스트 애자, 피뢰기, 컷아우트 스위치, 부싱, 절연암), 배전용 변압기, 금구류의 설계, 개발, 생산 및 부가서비스",19,,
89,KAB,예도오토메이션,인증완료,659-07-01232,대구,"대구 달서구 달구벌대로226길 10, D동",1,053-581-2655,yedoat@naver.com,00--,배정윤 과장,김병민,42709,ISO 9001:2015,OH260472,2025-07-21,,2026-06-11,2029-06-10,자동화 로봇설비 장치 설계 및 제작,18,,
90,KAB,에이에스티인터내셔널 주식회사,인증취소,505-88-00503,서울,"서울 금천구 디지털로 178, 에이동 626호(가산동, 가산퍼블릭)",1,02-6480-9991,yhnoh@astint.co.kr,00--,노영훈 과장,이승원,8513,ISO 45001:2018,OH250342,2025-08-11,,2025-08-11,2028-08-10,"회전기계 및 센서의 설치 및 유지보수(모터, 감속기, 펌프, 컴프레셔, 롤설비,풍력터빈, 블레이드터빈, 무선센서,유선센서, 계측기, CMS)",35,,
91,KAB,"Sekisui Youngbo Hpp(Wuxi) Co., Ltd.",인증완료,--,,,2,0510-6661-0113,koh@youngbo.com,--,고웅희 부장,ZHU HONGCHUN,,ISO 14001:2015,E250340,2022-07-27,,2025-07-14,2028-07-14,Production of crosslinked polyolefin foams,12,,
92,KAB,주식회사 유니바이오테크,인증완료,311-81-04088,충남,충남 예산군 신암면 추사로 235-22,2,041-333-9111,9wins@hanmail.net/ Ubtech1@korea.com,041-333-9110,구승회 팀장,조준희,32417,ISO 9001:2015/ISO 14001:2015,QE250338,2004-08-14,,2025-08-11,2028-08-13,동물약품 의약품에 대한 제조,03,,
93,KAB,(주)지인,인증완료,137-81-17914,세종,세종특별자치시 부강면 금호선말길 74-4,2,044-277-5300,jeongho.kim@e-jiin.co.kr,--,김정호 부장,민병화,30077,ISO 9001:2015/ISO 14001:2015,QE250337,2001-08-27,,2025-08-25,2028-08-26,전자부품(PCB 인쇄회로기판적층)에 대한 생산,19,,
94,KAB,(주)잉크테크,인증완료,123-81-29764,경기,"경기 안산시 단원구 능안로 98-12 (신길동, (주)잉크테크)",2,031-492-6239,twkim@inktec.com,031-493-6415,김태웅 팀장,"정광춘, 김평수",15426,ISO 9001:2015/ISO 14001:2015,QE250336,2015-05-08,2015-05-08,2025-06-30,2027-07-16,"1. 잉크젯 프린터용 잉크, 잉크젯미디어 및 프린터의 설계, 개발 및 생산 2. 전자인쇄용 전자잉크 및 어플리케이션의 설계, 개발 및 생산",12,,
95,KAB,은보기계,인증완료,140-06-24976,경기,경기 안산시 단원구 번영로10번길 16 (성곡동),1,031-319-9472,leb9472@hanmail.net,031-379-9473,김남태 이사,이은보,15617,ISO 9001:2015/ISO 14001:2015,QE250335,2015-05-08,,2026-08-18,2029-08-19,기계용 롤러의 제작,17,,
96,KAB,주식회사 케이디에스(KDS),인증완료,562-81-00429,경북,경북 구미시 1공단로10길 73-4 (공단동),1,054-476-1412,wkkim7002@naver.com,054-476-1413,김우규 이사,김용해,39378,ISO9001:2015/ISO14001:2015/ISO 45001:2018,QEO250334,,,2025-07-07,2028-07-09,"- LCD 장비, 일반 물류장비, 회로카드 조립체, 배선장치(케이블 조립체), 사격 통제 장치, 방공용 원격조절 상자 조립체, 소형 트랜스 조립체, 전원공급기, 전술 정보 통신체계의 설계, 개발, 생산, 설치 및 부가서비스 - 산업용 자동화 설비의 설계, 개발, 제작, 설치 및 부가서비스",18,19,
97,KAB,(주)제이유코스앤팩코리아,인증완료,135-81-27492,경기,경기 용인시 처인구 남사읍 원암로 21-8,2,031-323-6565,kyk74115@jusystem.com,031-323-6568,김용관 이사,"이희종, 서정우",17124,ISO 9001:2015/ISO 14001:2015,QE250332,2005-12-09,,2026-07-20,2029-07-23,"QE: 화장품용 용기 및 도구의 설계, 개발 및 생산 기초화장품, 세정용 화장품, 두발용 화장품, 색조 화장품, 기능성 화장품, 마스크팩, 향수의 설계, 개발 및 생산 P-GMP: 화장품용 솔과 용기의 생산 C-GMP: 기초화장품, 세정용 화장품, 두발용 화장품, 색조 화장품, 기능성 화장품, 마스크팩, 향수의 제조",12,14,
98,KAB,지앤씨전기(주) 나주지점,인증완료,124-86-83558,전남,전남 나주시 왕곡면 혁신산단7길 16,1,031-351-6338,cns10850@naver.com,031-351-6396,정유경 이사,정영옥,58296,ISO9001:2015/ISO14001:2015/ISO 45001:2018,QEO250331,2025-06-09,,2025-06-09,2028-06-08,"COS, 개폐기, 차단기, 계기용 변성기(전력수급용), 폴리머절연애자, 배전용 폴리머 피뢰기, 퓨즈류, 배전용 폴리머 라인포스트 애자, 변압기류 및 금구류의 설계, 개발, 생산 및 부가서비스",19,,
99,KAB,(주)대한엔지니어링,인증완료,610-81-98479,울산,울산 울주군 청량읍 상남1길 34-6,1,00--,dheng0911@hanmail.net,00--,엄양숙 이사,신기호,44985,ISO9001:2015/ISO45001:2018,QO250330,2019-08-05,,2025-08-04,2028-08-04,전문소방시설 공사 및 소방시설 관리 서비스,28,35,
100,KAB,주식회사 시케이글로벌,인증완료,412-81-32489,전남,전남 강진군 강진읍 해강로 1260 (사무실),1,070-7713-0675,kim8454004@hanmail.net,--,김숙현 부장,임순오,59247,ISO 45001:2018,Q250409,2025-06-30,,2025-12-22,2028-12-21,1. 전기공사에 대한 설계 및 종합감리 2. 정보통신공사에 대한 설계 및 종합감리 3. 신재생에너지의 설계,34,,
101,KAB,주식회사 일광전기건설,인증완료,613-81-04209,경남,경남 진주시 큰들로 109 (상평동),1,055-755-7766,redsun1011@hanmail.net,055-755-2774,박정인 과장,김용원,52811,ISO 14001:2015,E250328,2025-06-30,,2025-06-30,2028-06-29,전기공사 및 전문소방시설공사,28,,
102,KAB,주식회사 초미코스메틱,인증완료,590-87-03573,경기,경기 시흥시 엠티브이북로193번길 24 (정왕동),,031-495-7780,asam1313@naver.com,--,김성훈 이사,"남령,최성호",15118,ISO 9001:2015/ISO 22716:2007,C250326,2025-08-04,,2025-08-04,2028-08-03,"기초화장품, 인체 세정용 제품, 두발용 제품의 제조",12,,
103,KAB,극동일렉트릭 주식회사,인증완료,137-81-51396,경기,경기 김포시 하성면 애기봉로 763-31,1,031-989-8031,kukdong_tr@naver.com,031-989-8033,김황규 이사,이흥노,10011,ISO9001:2015/ISO14001:2015/ISO 45001:2018,EO250324,2023-05-18,,2026-05-14,2029-05-17,"유입변압기의 설계, 제조 및 부가서비스",19,,
104,KAB,주식회사 엘에스에이항공,인증취소,852-86-01103,경기,경기 여주시 산북면 광여로 1479 1층,1,031-885-2677,072first@hanmail.net,0504-031-8595,조영식 대표이사,조영식,12600,ISO 9001:2015,Q250322,2025-05-14,,2025-07-07,2028-07-07,"섬유제품(가방, 배낭)에 대한 제조",04,,
105,KAB,주식회사 케이원바이오,인증완료,147-87-02308,경기,"경기 안산시 단원구 산단로 14, 3층 330호 (원시동, 안산KDT지식산업센터)",1,031-477-1330,K-onebio@naver.com,--,현재철 이사,김희영,15612,ISO 9001:2015/ISO 22716:2007,C260428,2026-02-09,,2026-02-09,2029-02-08,"기초화장품, 세정용 화장품, 두발용 화장품, 색조 화장품, 기능성 화장품, 마스크팩, 향수의 제조",12,A-03,"A-08,A-11,B-07,C-12"
106,KAB,씨제이프레시웨이 주식회사,인증완료,603-81-11270,경기,경기 이천시 부발읍 경충대로 2091 SK하이닉스,3,00--,jaehyeon.cho@cj.net,00--,조재현 안전관리자,이건일,17336,ISO 45001:2018,OH250319,2022-11-30,,2025-08-04,2028-11-29,단체급식,30,,
107,KAB,금하산업(주),인증완료,610-81-74690,울산,울산 울주군 청량읍 덕하로 127,1,052-276-0863,Kumha1123@nate.com,052-276-0862,정지숙 과장,김동진,44983,ISO 45001:2018,OH250316,2025-06-09,,2025-06-09,2028-06-08,도장·습식방수·석공사업,28,,
108,KAB,주식회사 탄탄카본텍,인증취소,331-87-03009,서울,"서울 성동구 아차산로17길 57, 4층 401호 (성수동2가, 일신건영휴먼테코)",1,02-6217-3002,leecm@tantancarbon.com,00--,이청민 팀장,권한주,4799,ISO9001:2015/ISO14001:2015/ISO 45001:2018,QEO250315,2025-06-30,,2025-06-30,2028-06-29,탄소배출권(탄소크레딧) 관련 소프트웨어 개발 및 제공,33,,
109,KAB,주식회사 성준테크,인증완료,827-86-03105,대전,"대전 대덕구 대화로 241, 1동 102호(대화동)",1,042-627-5753,Sungjuntech2023@naver.com,00--,박민주 대표,박민주,34369,ISO 9001:2015,Q250313,2025-05-19,,2025-05-19,2028-05-18,"금속절삭가공 제품의 제조(두께측정기 부품, 금형, 주형)",17,,
110,KAB,(주)제이피코플랜트,인증완료,610-86-10221,울산,"울산 남구 신정로68번길 4 (달동, 경일빌딩5층)",1,00--,jpcplt@naver.com,052-227-6902,김기범 차장,황찬우,44694,ISO 45001:2018,OH250318,2025-06-23,,2025-06-23,2028-06-22,기계 배관 설비 공사,28,,
111,KAB,(주)문화,인증완료,124-86-61627,경기,경기 수원시 권선구 정조로413번길 13(장지동),1,031-233-8953,mh@8953.com,031-235-4953,유수미 과장,이송구,16659,ISO9001:2015/ISO45001:2018,OH250312,2023-06-23,,2026-06-15,2029-06-22,"아크릴 광고물의 디자인, 제작 및 설치 금속구조물, 창호, 온실공사업",23,28,
112,KAB,지에이치테크(GH테크),인증완료,544-07-02792,울산,울산 울주군 삼남읍 공암공단2길 42,1,052-295-2320,yolo1775@naver.com,052-298-2320,김희경 과장,성경후,44953,ISO9001:2015/ISO14001:2015/ISO 45001:2018,QEO250317,2025-06-30,,2025-06-30,2028-06-29,자동차 부품 및 금형의 생산,17,18,
113,KAB,주식회사 우리안전테크,인증취소,253-88-02288,울산,"울산 중구 종가로 406-21, 비동 806호 (복산동, 울산비즈파크)",1,052-716-7230,Pc3106@naver.com,052-716-7231,김영택 이사,김기돈,44429,ISO 45001:2018,OH250310,2025-05-12,,2025-05-12,2028-05-11,배관설비용기의 부식관리 및 컨설팅,35,,
114,KAB,에이블이엔씨 주식회사,인증완료,315-88-00929,서울,"서울 중랑구 신내역로 111, A동 10층 10.11호 (신내동, SKV1 지식산업센타)",1,02-6952-0111,k2r102@nate.com,02-6952-0113,김경열 이사,김주형,2262,ISO9001:2015/ISO14001:2015/ISO 45001:2018,QEO250309,2025-05-12,,2025-05-12,2028-05-11,1. 정보통신 공사 2. 통합 관제 솔루션 3. 드론(무인항공기)의 제조,23,28,34
115,KAB,(주)제이솔루션,인증완료,124-86-81958,경기,경기 용인시 처인구 남사읍 원암로 67 (원암리),2,031-372-3893,Mk.lee@j-solution.co.kr,031-334-3894,이민규 팀장,이승룡,17124,ISO9001:2015/ISO14001:2015/ISO 45001:2018,QE250307,2020-07-01,,2026-06-29,2029-06-30,"Powder Moving System, Heating Jacket 및 반도체 장비 부품의 설계, 개발, 제조, 설치 및 부가서비스",19,,
116,KAB,혜성소방(주),인증취소,610-81-25374,울산,"울산 남구 두왕로174번길 21, C동 201호 (선암동, 종합상가)",1,052-256-7119,fireju2003@hanmail.net,052-258-5119,송주애 과장,주문태,44773,ISO 45001:2018,OH250306,2025-04-21,,2025-04-21,2028-04-20,소방시설 관리 및 시공,28,35,
117,KAB,주식회사 디탭,인증완료,478-81-03214,울산,"울산 남구 테크노산업로55번길 79-10, A동 4층 3호 (두왕동, 3D프린팅벤처집적지식산업센터) )",1,070-4418-0419,do@di-tab.com,052-267-0419,도현우 대표,도현우,44776,ISO 45001:2018,E260438,2025-04-28,,2026-04-27,2029-04-26,응용소프트웨어 개발,33,,
118,KAB,주식회사 성신에프에이,인증완료,757-87-01178,대구,대구 달서구 성서로5길 18-8 (대천동),1,053-588-8768,nowvatel@hanmail.net,053-583-8768,장진영 과장,김병철,42720,ISO 45001:2018,QO250327,2025-06-09,,2025-06-09,2028-06-08,자동화 로봇설비 장치 설계 및 제작,18,,
